,Unnamed: 0,Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,scraped
2718,2718,https://www.jstor.org/stable/1816381,Incentives and Wage Rigidity,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Edward P. Lazear,,,,,,,,0
2719,2719,https://www.jstor.org/stable/1816382,"Implicit Contracts, Explicit Contracts, and Wages","Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Robert J. Flanagan,,,,,,,,0
2720,2720,https://www.jstor.org/stable/1816383,Price Rigidities and Market Structure,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Joseph E. Stiglitz,,,,,,,,0
2721,2721,https://www.jstor.org/stable/1816384,Industrial Organization and Competitive Advantage in Multinational Industries,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,A. Michael Spence,,,,,,,,0
2722,2722,https://www.jstor.org/stable/1816385,"The Fat-Cat Effect, the Puppy-Dog Ploy, and the Lean and Hungry Look","Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Drew Fudenberg,Jean Tirole,,,,,,,0
2723,2723,https://www.jstor.org/stable/1816386,Noisy Advertising and the Predation Rule in Antitrust Analysis,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,John C. Hilke,Philip B. Nelson,,,,,,,0
2724,2724,https://www.jstor.org/stable/1816387,Strategic Behavior and Antitrust Analysis,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,William S. Comanor,H. E. Frech III,,,,,,,0
2725,2725,https://www.jstor.org/stable/1816388,Commodity Bundling,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Robert E. Dansby,Cecilia Conrad,,,,,,,0
2726,2726,https://www.jstor.org/stable/1816389,Lessons from the 1979-82 Monetary Policy Experiment,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Benjamin M. Friedman,,,,,,,,0
2727,2727,https://www.jstor.org/stable/1816390,Monetarist Rules in the Light of Recent Experience,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Bennett T. McCallum,,,,,,,,0
2728,2728,https://www.jstor.org/stable/1816391,Did Financial Innovation Hurt the Great Monetarist Experiment?,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,James L. Pierce,,,,,,,,0
2729,2729,https://www.jstor.org/stable/1816392,Lessons from the 1979-82 Monetary Policy Experiment,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Milton Friedman,,,,,,,,0
2730,2730,https://www.jstor.org/stable/1816393,Reflections on Macroeconomics,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,George L. Perry,,,,,,,,0
2731,2731,https://www.jstor.org/stable/1816394,"Autoregressions, Expectations, and Advice","Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Thomas J. Sargent,,,,,,,,0
2732,2732,https://www.jstor.org/stable/1816395,Discussion,"Vol. 74, No. 2, May, 1984",Vol. 74,No. 2,May,1984,,Robert J. Barro,Alan S. Blinder,W. D. Nordhaus,,,,,,0
2733,2733,https://www.jstor.org/stable/1803304,The State of Development Theory,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,W. Arthur Lewis,,,,,,,,0
2734,2734,https://www.jstor.org/stable/1803305,A New View of the Federal Debt and Budget Deficits,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Robert Eisner,Paul J. Pieper,,,,,,,0
2735,2735,https://www.jstor.org/stable/1803306,Coping with Complexity: The Adaptive Value of Changing Utility,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Michael D. Cohen,Robert Axelrod,,,,,,,0
2736,2736,https://www.jstor.org/stable/1803307,"Asset Exchanges and the Transactions Demand for Money, 1919-29","Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Alex,er J. Field,,,,,,,0
2737,2737,https://www.jstor.org/stable/1803308,On the Efficiency of Experimental Double Auction Markets,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Daniel Friedman,,,,,,,,0
2738,2738,https://www.jstor.org/stable/1803309,Gambles and the Shadow Price of Death,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,John M. Marshall,,,,,,,,0
2739,2739,https://www.jstor.org/stable/1803310,Contractual Responses to the Common Pool: Prorationing of Crude Oil Production,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Gary D. Libecap,Steven N. Wiggins,,,,,,,0
2740,2740,https://www.jstor.org/stable/1803311,Price Expectations of Business Firms: Bias in the Short and Long Run,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Frank De Leeuw,Michael J. McKelvey,,,,,,,0
2741,2741,https://www.jstor.org/stable/1803312,Models of Arbitrator Behavior: Theory and Evidence,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Orley Ashenfelter,David E. Bloom,,,,,,,0
2742,2742,https://www.jstor.org/stable/1803313,The Economics of Price Scissors,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Raaj Kumar Sah,Joseph E. Stiglitz,,,,,,,0
2743,2743,https://www.jstor.org/stable/1803314,Marx and Malthusianism: Marx's Secular Path of Wages,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Samuel Holl,er,,,,,,,0
2744,2744,https://www.jstor.org/stable/1803315,Regional Productivity Growth in U.S. Manufacturing: 1951-78,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Charles R. Hulten,Robert M. Schwab,,,,,,,0
2745,2745,https://www.jstor.org/stable/1803316,Confuser Surplus,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Edward R. Morey,,,,,,,,0
2746,2746,https://www.jstor.org/stable/1803317,Corn at Interest: The Extent and Cost of Grain Storage in Medieval England,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Donald N. McCloskey,John Nash,,,,,,,0
2747,2747,https://www.jstor.org/stable/1803318,Robert Giffen and the Irish Potato,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Gerald P. Dwyer,Jr.,Cotton M. Lindsay,,,,,,0
2748,2748,https://www.jstor.org/stable/1803319,Uncontrolled Prices in a Controlled Market: The Case of Rent Controls,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,George Fallis,Lawrence B. Smith,,,,,,,0
2749,2749,https://www.jstor.org/stable/1803320,The Emergence of Countercyclical U.S. Fertility: Note,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Walter Krämer,Klaus Neusser,,,,,,,0
2750,2750,https://www.jstor.org/stable/1803321,The q Theory of Investment with Many Capital Goods,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,David E. Wildasin,,,,,,,,0
2751,2751,https://www.jstor.org/stable/1803322,Advertising and the Price and Quality of Optometric Services,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,John E. Kwoka,Jr.,,,,,,,0
2752,2752,https://www.jstor.org/stable/1803323,A Critical Appraisal of McKinnon's World Money Supply Hypothesis,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Henry N. Goldstein,Stephen E. Haynes,,,,,,,0
2753,2753,https://www.jstor.org/stable/1803324,Faculty Ratings of Major Economics Departments by Citations,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Paul Davis,Gustav F. Papanek,,,,,,,0
2754,2754,https://www.jstor.org/stable/1803325,Dependency Rates and Savings: Another Look,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Nathaniel H. Leff,,,,,,,,0
2755,2755,https://www.jstor.org/stable/1803326,Dependency Rates and Savings: Reply,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Rati Ram,,,,,,,,0
2756,2756,https://www.jstor.org/stable/1803327,Uncertain Innovation and the Persistence of Monopoly: Comment,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Richard J. Gilbert,David M. G. Newbery,,,,,,,0
2757,2757,https://www.jstor.org/stable/1803328,Uncertain Innovation and the Persistence of Monopoly: Reply,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Jennifer F. Reinganum,,,,,,,,0
2758,2758,https://www.jstor.org/stable/1803329,Preemptive Patenting and the Persistence of Monopoly: Comment,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Stephen W. Salant,,,,,,,,0
2759,2759,https://www.jstor.org/stable/1803330,Preemptive Patenting and the Persistence of Monopoly: Reply,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Richard J. Gilbert,David M. G. Newbery,,,,,,,0
2760,2760,https://www.jstor.org/stable/1803331,Empirical Tests of the Life Cycle Hypothesis: Comment,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Owen J. Evans,,,,,,,,0
2761,2761,https://www.jstor.org/stable/1803332,Empirical Tests of the Life Cycle Hypothesis: Reply,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Betsy Buttrill White,,,,,,,,0
2762,2762,https://www.jstor.org/stable/1803333,Declining Industries and Political-Support Protectionist Motives,"Vol. 74, No. 1, Mar., 1984",Vol. 74,No. 1,Mar.,1984,,Arye L. Hillman,,,,,,,,0
2763,2763,https://www.jstor.org/stable/1814659,A Transactions-Based Model of the Monetary Transmission Mechanism,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Sanford Grossman,Laurence Weiss,,,,,,,0
2764,2764,https://www.jstor.org/stable/1814660,"Quality Uncertainty, Search, and Advertising","Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Steven N. Wiggins,W. J. Lane,,,,,,,0
2765,2765,https://www.jstor.org/stable/1814661,Financial Structure and Economic Activity,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Robert M. Townsend,,,,,,,,0
2766,2766,https://www.jstor.org/stable/1814662,Incentive Effects of Terminations: Applications to the Credit and Labor Markets,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Joseph E. Stiglitz,Andrew Weiss,,,,,,,0
2767,2767,https://www.jstor.org/stable/1814663,The Quality of Schooling: Quantity Alone is Misleading,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Jere R. Behrman,Nancy Birdsall,,,,,,,0
2768,2768,https://www.jstor.org/stable/1814664,Input Measurement and Productivity Growth in Japanese and U.S. Manufacturing,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,J. R. Norsworthy,David H. Malmquist,,,,,,,0
2769,2769,https://www.jstor.org/stable/1814665,The Effects of Inflation on Real Interest Rates,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Joel Fried,Peter Howitt,,,,,,,0
2770,2770,https://www.jstor.org/stable/1814666,Union Wage Settlements During a Disinflation,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,John B. Taylor,,,,,,,,0
2771,2771,https://www.jstor.org/stable/1814667,"Government Debt, Government Spending, and Private Sector Behavior","Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Roger C. Kormendi,,,,,,,,0
2772,2772,https://www.jstor.org/stable/1814668,Spatial Competition and Vertical Integration: Cement and Concrete Revisited,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Mark E. McBride,,,,,,,,0
2773,2773,https://www.jstor.org/stable/1814669,An Economic Model of Welfare Stigma,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Robert Moffitt,,,,,,,,0
2774,2774,https://www.jstor.org/stable/1814670,Computing the Impact of Social Security Using the Life Cycle Consumption Function,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Samuel H. Williamson,Warren L. Jones,,,,,,,0
2775,2775,https://www.jstor.org/stable/1814671,Tax-Induced Distortions and the Business-Pleasure Borderline: The Case of Travel and Entertainment,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Charles T. Clotfelter,,,,,,,,0
2776,2776,https://www.jstor.org/stable/1814672,Dynamic Factor Demands and the Effects of Energy Price Shocks,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Robert S. Pindyck,Julio J. Rotemberg,,,,,,,0
2777,2777,https://www.jstor.org/stable/1814673,New Evidence on the Free Banking Era,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Arthur J. Rolnick,Warren E. Weber,,,,,,,0
2778,2778,https://www.jstor.org/stable/1814674,"Preemption, Divestiture, and Forward Contracting in a Market Dominated by a Single Firm","Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Tracy R. Lewis,,,,,,,,0
2779,2779,https://www.jstor.org/stable/1814675,Operational Interest Rate Rules,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Jeremy J. Siegel,,,,,,,,0
2780,2780,https://www.jstor.org/stable/1814676,"De Gustibus Est Disputandum: The Phenomenon of ""Merit Wants"" Revisited","Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Edwin G. West,Michael McKee,,,,,,,0
2781,2781,https://www.jstor.org/stable/1814677,"Relative Prices, Concentration, and Money Growth","Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Henry W. Chappell,Jr.,John T. Addison,,,,,,0
2782,2782,https://www.jstor.org/stable/1814678,Does Rising Productivity Explain Seniority Rules for Layoffs?,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Lorne Carmichael,,,,,,,,0
2783,2783,https://www.jstor.org/stable/1814679,Educational Expansion and the Kuznets Effect,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,J. B. Knight,R. H. Sabot,,,,,,,0
2784,2784,https://www.jstor.org/stable/1814680,Understanding the Higher Unemployment Rate of Women Scientists and Engineers,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Michael G. Finn,,,,,,,,0
2785,2785,https://www.jstor.org/stable/1814681,The Case for Unilateral Tariff Reductions: Foreign Tariffs Rediscovered,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Eitan Berglas,,,,,,,,0
2786,2786,https://www.jstor.org/stable/1814682,Measures of Unemployment Duration as Guides to Research and Policy: Comment,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,John A. Carlson,Michael W. Horrigan,,,,,,,0
2787,2787,https://www.jstor.org/stable/1814683,Measures of Unemployment Duration as Guides to Research and Policy: Reply,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,George A. Akerlof,Brian G. M. Main,,,,,,,0
2788,2788,https://www.jstor.org/stable/1814684,Applied Fairness Theory: Comment,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,R,all G. Holcombe,,,,,,,0
2789,2789,https://www.jstor.org/stable/1814685,Applied Fairness Theory: Comment,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Geoffrey Philpotts,,,,,,,,0
2790,2790,https://www.jstor.org/stable/1814686,Applied Fairness Theory: Reply,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,William J. Baumol,,,,,,,,0
2791,2791,https://www.jstor.org/stable/1814687,Rents and Pecuniary Externalities in Cost-Benefit Analysis: Comment,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Yew-Kwang Ng,,,,,,,,0
2792,2792,https://www.jstor.org/stable/1814688,Rents and Pecuniary Externalities in Cost-Benefit Analysis: Reply,"Vol. 73, No. 5, Dec., 1983",Vol. 73,No. 5,Dec.,1983,,Edward Foster,,,,,,,,0
2793,2793,https://www.jstor.org/stable/1816557,Credible Commitments: Using Hostages to Support Exchange,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Oliver E. Williamson,,,,,,,,0
2794,2794,https://www.jstor.org/stable/1816558,On Layoffs and Unemployment Insurance,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Robert H. Topel,,,,,,,,0
2795,2795,https://www.jstor.org/stable/1816559,The Origin of Predictable Behavior,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Ronald A. Heiner,,,,,,,,0
2796,2796,https://www.jstor.org/stable/1816560,Preference Reversals: A Broader Perspective,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Paul Slovic,Sarah Lichtenstein,,,,,,,0
2797,2797,https://www.jstor.org/stable/1816561,The Generalized Theory of Transfers and Welfare: Bilateral Transfers in a Multilateral World,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Jagdish N. Bhagwati,Richard A. Brecher,Tatsuo Hatta,,,,,,0
2798,2798,https://www.jstor.org/stable/1816562,Fisher's Paradox and the Theory of Interest,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Jeffrey Carmichael,Peter W. Stebbing,,,,,,,0
2799,2799,https://www.jstor.org/stable/1816563,A Competitive Theory of Monopoly Unionism,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Edward P. Lazear,,,,,,,,0
2800,2800,https://www.jstor.org/stable/1816564,The Money Supply Announcements Puzzle: Review and Interpretation,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Bradford Cornell,,,,,,,,0
2801,2801,https://www.jstor.org/stable/1816565,Implicit Contracts in the Absence of Enforcement and Risk Aversion,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Clive Bull,,,,,,,,0
2802,2802,https://www.jstor.org/stable/1816566,"Income Distribution, Lifetime Savings, and Bequests","Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Paul L. Menchik,Martin David,,,,,,,0
2803,2803,https://www.jstor.org/stable/1816567,"The Economics of Invention Incentives: Patents, Prizes, and Research Contracts","Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Brian D. Wright,,,,,,,,0
2804,2804,https://www.jstor.org/stable/1816568,Structural/Frictional vs. Deficient Demand Unemployment: Some New Evidence,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Katharine G. Abraham,,,,,,,,0
2805,2805,https://www.jstor.org/stable/1816569,The Economies of Massed Reserves,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,James G. Mulligan,,,,,,,,0
2806,2806,https://www.jstor.org/stable/1816570,American Economic Growth and the Voyage of Columbus,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,R. Preston McAfee,,,,,,,,0
2807,2807,https://www.jstor.org/stable/1816571,Uncertain Innovation and the Persistence of Monopoly,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Jennifer F. Reinganum,,,,,,,,0
2808,2808,https://www.jstor.org/stable/1816572,Plea Bargaining and Social Welfare,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Gene M. Grossman,Michael L. Katz,,,,,,,0
2809,2809,https://www.jstor.org/stable/1816573,Government Irrelevance Results: A Simple Exposition,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,John Bryant,,,,,,,,0
2810,2810,https://www.jstor.org/stable/1816574,"Expectations, Taxes, and Interest: The Search for the Darby Effect","Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Robert Ayanian,,,,,,,,0
2811,2811,https://www.jstor.org/stable/1816575,The Impact of Minimum Wages on the Distributions of Earnings for Major Race-Sex Groups: A Dynamic Analysis,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Jere R. Behrman,Robin C. Sickles,Paul Taubman,,,,,,0
2812,2812,https://www.jstor.org/stable/1816576,The Price-Adjustment Process for Rental Housing and the Natural Vacancy Rate,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Kenneth T. Rosen,Lawrence B. Smith,,,,,,,0
2813,2813,https://www.jstor.org/stable/1816577,On Commons and Tragedies,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Richard Cornes,Todd S,ler,,,,,,0
2814,2814,https://www.jstor.org/stable/1816578,Frameworks for Analyzing the Effects of Risk and Environmental Regulations on Productivity,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,W. Kip Viscusi,,,,,,,,0
2815,2815,https://www.jstor.org/stable/1816579,Scale and Productivity Measurement Under Risk,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Robert G. Chambers,,,,,,,,0
2816,2816,https://www.jstor.org/stable/1816580,Welfare Measurement in the Household Production Framework,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Nancy E. Bockstael,Kenneth E. McConnell,,,,,,,0
2817,2817,https://www.jstor.org/stable/1816581,Inventories and Sticky Prices: Note,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,David P. Schutte,,,,,,,,0
2818,2818,https://www.jstor.org/stable/1816582,Intrafirm Productivity: Comment,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,M. Shahid Alam,,,,,,,,0
2819,2819,https://www.jstor.org/stable/1816583,Intrafirm Productivity: Reply,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Harvey Leibenstein,,,,,,,,0
2820,2820,https://www.jstor.org/stable/1816584,The Neoclassical Maximization Hypothesis: Comment,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Bruce J. Caldwell,,,,,,,,0
2821,2821,https://www.jstor.org/stable/1816585,The Neoclassical Maximization Hypothesis: Reply,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Lawrence A. Bol,,,,,,,,0
2822,2822,https://www.jstor.org/stable/1816586,Property Rights and X-Efficiency: Comment,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Harvey Leibenstein,,,,,,,,0
2823,2823,https://www.jstor.org/stable/1816587,Property Rights and X-Efficiency: Reply,"Vol. 73, No. 4, Sep., 1983",Vol. 73,No. 4,Sep.,1983,,Louis De Alessi,,,,,,,,0
2824,2824,https://www.jstor.org/stable/1808111,Nonmonetary Effects of the Financial Crisis in the Propagation of the Great Depression,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Ben S. Bernanke,,,,,,,,0
2825,2825,https://www.jstor.org/stable/1808112,"Union Wages, Temporary Layoffs, and Seniority","Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Gene M. Grossman,,,,,,,,0
2826,2826,https://www.jstor.org/stable/1808113,Preliminary Evidence on the Use of Inputs by the Federal Reserve System,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,William F. Shughart II,Robert D. Tollison,,,,,,,0
2827,2827,https://www.jstor.org/stable/1808114,"Limited Information, Credit Rationing, and Optimal Government Lending Policy","Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Bruce Smith,,,,,,,,0
2828,2828,https://www.jstor.org/stable/1808115,Effects of Interest Rates and Inflation on Aggregate Inventory Investment in the United States,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,M. A. Akhtar,,,,,,,,0
2829,2829,https://www.jstor.org/stable/1808116,Competition and Unanimity Revisited,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Louis Makowski,,,,,,,,0
2830,2830,https://www.jstor.org/stable/1808117,Private Discrimination and Social Intervention in Competitive Labor Market,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Shelly J. Lundberg,Richard Startz,,,,,,,0
2831,2831,https://www.jstor.org/stable/1808118,The Liquidity Premium and the Solidity Premium,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Susan Woodward,,,,,,,,0
2832,2832,https://www.jstor.org/stable/1808119,Expectations and Reputations in Bargaining: An Experimental Study,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Alvin E. Roth,Francoise Schoumaker,,,,,,,0
2833,2833,https://www.jstor.org/stable/1808120,Asymmetric Price Rigidity and Inflationary Bias,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Timur Kuran,,,,,,,,0
2834,2834,https://www.jstor.org/stable/1808121,Why Interest Rates Rise When an Unexpectedly Large Money Stock is Announced,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Donald A. Nichols,David H. Small and Charles E. Webster,Jr.,,,,,,0
2835,2835,https://www.jstor.org/stable/1808122,"Labor Market Contacts, Unanticipated Wages, and Employment Growth","Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Ronald S. Warren,Jr.,,,,,,,0
2836,2836,https://www.jstor.org/stable/1808123,"Tax Policy, the Interest Elasticity of Saving, and Capital Accumulation: Numerical Analysis of Theoretical Models","Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Owen J. Evans,,,,,,,,0
2837,2837,https://www.jstor.org/stable/1808124,Budget Constraint Prices as Preference Changing Parameters of Generalized Fechner-Thurstone Direct Utility Functions,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,R. L. Basmann,D. J. Molina,D. J. Slottje,,,,,,0
2838,2838,https://www.jstor.org/stable/1808125,Stabilization Policy and Endogenous Wage Stickiness,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,John McCallum,,,,,,,,0
2839,2839,https://www.jstor.org/stable/1808126,Liquidity Preference as Behavior toward Risk is a Demand for Short-Term Securities--Not Money,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Winston W. Chang,Daniel Hamberg,Junichi Hirata,,,,,,0
2840,2840,https://www.jstor.org/stable/1808127,A Rationale for Preference Reversal,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Graham Loomes,Robert Sugden,,,,,,,0
2841,2841,https://www.jstor.org/stable/1808128,Aggregate Consequences of Fixed Costs of Price Adjustment,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Julio J. Rotemberg,,,,,,,,0
2842,2842,https://www.jstor.org/stable/1808129,Taxes in a Life Cycle Growth Model with Bequests and Inheritances,"Vol. 73, No. 3, Jun., 1983",Vol. 73,No. 3,Jun.,1983,,Laurence S. Seidman,,,,,,,,0
